FAHRPLAN_ANLAUFPUNKT_UID;FAHRPLAN_UID;FAHRPLAN_ID;LKW_KENNZEICHEN;ANLAUFPUNKT_SEQUENZNUMMER;ALP_IST_ERSTER_ALP;ALP_IST_LETZTER_ALP;ANLAUFPUNKT_UID;ANLAUFPUNKT_NAME;ANLAUFPUNKT_HALTESTELLE;ANLAUFPUNKT_SPUR;ANLAUFPUNKT_LAGERBEREICH;FP_ZEITPUNKT_ERSTELLUNG;ALP_ZEITPUNKT_BEREITMELDUNG;ALP_ZEITPUNKT_ERFUELLUNG;FP_ZEITPUNKT_GATEOUT;FP_DAUER_GATEIN_ERSTER_ALP_SEK;ALP_DAUER_ABFERTIGUNG_SEK;ALP_DAUER_NAECHSTER_ALP_SEK;FP_DAUER_LETZT_ALP_GATEOUT_SEK;FP_DAUER_GATEIN_GATEOUT_SEK;LETZTE_AKTUALISIERUNG;FAHRPLAN_HALTESTELLEN_LISTE;ANLAUFPUNKT_AUFTRAG_LISTE;ANLAUFPUNKT_ANZAHL_CONTAINER;TruckVisitGkey;container_id
TP_15290522603_TPS_18651102603;TP_15290522603;448398;296d71de6310e8085238580ec594491e6506ab7dee352d1e08e60508081f8b29;2,03E+28;1;1;TPS_18651102603;T12.01.01;T12;1.0;RMG;2026-03-23 12:13:00;2026-03-23 12:21:00;2026-03-23 12:39:00;2026-03-23 13:09:00;426.0;1127.0;;1750.0;3303.0;23.03.2026 14:05;T12;6415dffc-26a9-11f1-8377-f3700b27a2a9;1;;
TP_15291032603_TPS_18643562603;TP_15291032603;646627;0e102b16ebc4ea42e88e5657806bef4ec979abc6067443b8ff6118386e8fc256;2,03E+28;0;1;TPS_18643562603;HO2.25;HO2;25.0;VC;2026-03-23 11:56:00;2026-03-23 12:20:00;2026-03-23 12:24:00;2026-03-23 16:27:00;;283.0;;14584.0;16271.0;23.03.2026 17:35;HO2, T06;f956ca2a-26a6-11f1-8f13-df1a6092228a;1;1988976878;
TP_15291952603_TPS_18641952603;TP_15291952603;210334;4cc64cc1ae81d9eedb986a844d63a8756ed0aa715edbb6e02fe959c7f2902d5a;2,03E+28;0;1;TPS_18641952603;HO2.26;HO2;26.0;VC;2026-03-23 16:35:00;2026-03-23 17:57:00;2026-03-23 17:59:00;2026-03-23 18:07:00;;171.0;;444.0;5486.0;23.03.2026 19:08;HO2, T08, T14;289ee1f0-26d9-11f1-9032-db6041f42400;1;1990083354;
TP_15291972603_TPS_18657572603;TP_15291972603;979677;0bf3b5c5f9ef321d865f3e351c76c3e4a3f28ec55336464871c3e6fa006f56dc;2,03E+28;0;1;TPS_18657572603;HO2.33;HO2;33.0;VC;2026-03-23 16:40:00;2026-03-23 17:49:00;2026-03-23 17:57:00;2026-03-23 18:09:00;;490.0;;732.0;5337.0;23.03.2026 19:08;HO2, T09, T27;ada17a26-26ce-11f1-b224-0b7c70bca996;1;1990089327;
TP_15292342603_TPS_18653132603;TP_15292342603;443586;4e85d373c7fe0d67279756130e0689a52372617db712ffba53d40d51c1634fb0;2,03E+28;0;0;TPS_18653132603;HO2.25;HO2;25.0;VC;2026-03-23 13:05:00;2026-03-23 13:51:00;2026-03-23 13:57:00;2026-03-23 17:01:00;;398.0;9085.0;;;23.03.2026 18:05;HO2, T09, T18;a3c40956-26b0-11f1-9168-e33c403b5480;1;1989243052;
TP_15293142603_TPS_18657732603;TP_15293142603;646508;0320b31096ff365491e18e07b3c85f554df9b1b17b9567d9507c07f0a0040f44;2,03E+28;1;1;TPS_18657732603;T23.04.01;T23;4.0;RMG;2026-03-23 16:46:00;2026-03-23 16:53:00;2026-03-23 17:10:00;2026-03-23 17:25:00;409.0;1006.0;;887.0;2302.0;23.03.2026 18:35;T23;877287fe-26cf-11f1-b26c-dbc019ef52d9,8780ec4a-26cf-11f1-b26d-5742bd1acad6;2;;
TP_15293202603_TPS_18641962603;TP_15293202603;342901;5773460fbebc3b1d9411d2831bbb442d85fab070773f8531f18a0d5c453f58ae;2,03E+28;0;1;TPS_18641962603;HO2.27;HO2;27.0;VC;2026-03-23 16:49:00;2026-03-23 18:32:00;2026-03-23 18:36:00;2026-03-23 18:40:00;;258.0;;236.0;6702.0;23.03.2026 19:08;HO2, T26;4287c550-26de-11f1-9066-7b43a9c148f2;1;1990038716;
TP_15293362603_TPS_18657972603;TP_15293362603;981246;ad0394ea7857913ea1c693a03211a6904cc69e52e78861cc97993ebf8d98c2e6;2,03E+28;1;1;TPS_18657972603;T26.01.01;T26;1.0;RMG;2026-03-23 16:52:00;2026-03-23 18:00:00;2026-03-23 18:20:00;2026-03-23 18:27:00;4052.0;1227.0;;394.0;5673.0;23.03.2026 19:08;T26;5dca6362-26d0-11f1-b2dd-9fcf11d9af0d;1;;
TP_15293422603_TPS_18649632603;TP_15293422603;702947;746ef1349c0c2575c934984edd8bb6714b5e8977fbb9a3d179eff0fa8989abe8;2,03E+28;0;1;TPS_18649632603;HO2.31;HO2;31.0;VC;2026-03-23 16:55:00;2026-03-23 17:42:00;2026-03-23 17:48:00;2026-03-23 18:11:00;;350.0;;1348.0;4517.0;23.03.2026 19:08;HO2, T14, T20;375fe9fc-26d7-11f1-b3eb-f30659f7e44c;1;1990231993;
TP_15293442603_TPS_18658112603;TP_15293442603;762618;2c14f04f3da53172f7ba52c2fa910ff72d32ed548b674a75cafc2dea545d902d;2,03E+28;1;1;TPS_18658112603;T11.01.01;T11;1.0;RMG;2026-03-23 16:56:00;2026-03-23 17:02:00;2026-03-23 17:23:00;2026-03-23 17:30:00;331.0;1255.0;;431.0;2017.0;23.03.2026 18:35;T11;ecef198e-26d0-11f1-b3c2-dbca7d863975;1;;
TP_15293602603_TPS_18649552603;TP_15293602603;796670;5e1d448be7e2c37cc9bb034f294ef57492095934d65b80dfbec3f1e811fd65ab;2,03E+28;1;1;TPS_18649552603;T13.03.01;T13;3.0;RMG;2026-03-23 14:39:00;2026-03-23 14:54:00;2026-03-23 15:01:00;2026-03-23 15:30:00;858.0;408.0;;1789.0;3055.0;23.03.2026 16:35;T13;c96b4fd6-26bd-11f1-b44a-d311cc0356b3;1;;
TP_15293632603_TPS_18651242603;TP_15293632603;400492;f01c779390aa9d3125282e8af1599b25ac5e06b055d1fe4243f7285bbd5559bf;2,03E+28;1;1;TPS_18651242603;T14.02.01;T14;2.0;RMG;2026-03-23 14:40:00;2026-03-23 15:09:00;2026-03-23 15:16:00;2026-03-23 15:38:00;1772.0;381.0;;1327.0;3480.0;23.03.2026 16:35;T14;d2819f44-26bd-11f1-953c-cb67f14bf529,d2903d60-26bd-11f1-953d-5f48edb8da4f;2;;
TP_15293872603_TPS_18651692603;TP_15293872603;441547;71c235bf84c6f5dae55607ec61cebab557bceda8ea87f31a440436fae353818c;2,03E+28;1;1;TPS_18651692603;T19.01.01;T19;1.0;RMG;2026-03-23 14:57:00;2026-03-23 15:08:00;2026-03-23 15:12:00;2026-03-23 15:42:00;643.0;245.0;;1807.0;2695.0;23.03.2026 16:35;T19;4d4d9866-26c0-11f1-9613-0fab9d4470e2;1;;
TP_15294762603_TPS_18644082603;TP_15294762603;599722;b727fcd7d1cfef9ab339c4354ab12322994fc706a4f1db47a6c1c13f792aeb1a;2,03E+28;1;1;TPS_18644082603;T21.02.01;T21;2.0;RMG;2026-03-23 13:41:00;2026-03-23 13:54:00;2026-03-23 13:59:00;2026-03-23 15:54:00;772.0;299.0;;6885.0;7956.0;23.03.2026 16:35;T21;af5abca6-26b5-11f1-a6ba-f3af2c107921;1;;
TP_15295202603_TPS_18654282603;TP_15295202603;810239;48505f10a08e8bcf6bf779fc6ff5bbcc3f50e707645f188e27b4eb4b5e1be9b7;2,03E+28;1;1;TPS_18654282603;T14.04.01;T14;4.0;RMG;2026-03-23 14:26:00;2026-03-23 14:45:00;2026-03-23 14:48:00;2026-03-23 15:25:00;1094.0;218.0;;2227.0;3539.0;23.03.2026 16:35;T14;f8c43420-26bb-11f1-b7ba-0fb6b0f863fd;1;;
TP_15295252603_TPS_18654812603;TP_15295252603;544405;76c9ca683ee969c6cecaca282405cf79f35ed74e96467fcd5819d3a821a5da97;2,03E+28;1;1;TPS_18654812603;T27.02.01;T27;2.0;RMG;2026-03-23 14:30:00;2026-03-23 15:48:00;2026-03-23 15:56:00;2026-03-23 16:38:00;4677.0;465.0;;2538.0;7680.0;23.03.2026 17:35;T27;87d44f10-26bc-11f1-a131-c7b5bd1a2a7b,87e237e2-26bc-11f1-a132-17469edd7abb;2;;
TP_15295322603_TPS_18654892603;TP_15295322603;572491;8b51ad626cff35ee0b526e280ce798ce40fffb6dec0f87d1774a0054d136b7a4;2,03E+28;1;1;TPS_18654892603;T27.01.01;T27;1.0;RMG;2026-03-23 14:34:00;2026-03-23 16:17:00;2026-03-23 16:21:00;2026-03-23 16:49:00;6128.0;272.0;;1666.0;8066.0;23.03.2026 17:35;T27;16be5176-26bd-11f1-a193-83984e3633d5;1;;
TP_15296402603_TPS_18644312603;TP_15296402603;928231;c47db5833399b99f885283b71784f7adf62336c8f4778be5e632398d65984fde;2,03E+28;1;1;TPS_18644312603;T26.03.01;T26;3.0;RMG;2026-03-23 17:30:00;2026-03-23 18:22:00;2026-03-23 18:51:00;2026-03-23 18:59:00;3078.0;1748.0;;505.0;5331.0;23.03.2026 20:05;T26;ad101714-26d5-11f1-9b45-9ba13a2678ac;1;;
TP_15296572603_TPS_18658622603;TP_15296572603;242467;53d513e62b58f301fba052819f7ef566cd892641ab1fd43effc5b59aa0078490;2,03E+28;0;1;TPS_18658622603;HO2.31;HO2;31.0;VC;2026-03-23 17:39:00;2026-03-23 18:04:00;2026-03-23 18:08:00;2026-03-23 18:21:00;;232.0;;775.0;2493.0;23.03.2026 19:08;HO2, T17;e322672a-26d6-11f1-9c48-0f54d67df588;1;1990353088;
TP_15296772603_TPS_18641982603;TP_15296772603;914776;cc2447ef6d3e185e987b884048baa60fce9e445ca3d696941c92d23974ac7697;2,03E+28;0;1;TPS_18641982603;HO2.31;HO2;31.0;VC;2026-03-23 20:20:00;2026-03-23 20:37:00;2026-03-23 20:47:00;2026-03-23 20:56:00;;592.0;;569.0;2134.0;23.03.2026 22:05;HO2, T09;83ff08de-26ef-11f1-9112-1b1894bead3e;1;1990738297;
TP_15297052603_TPS_18656962603;TP_15297052603;635544;c73a9748aa9c917bd39fe0b0857ab134e03ab51f55b54f8a8aef8d00fead3e87;2,03E+28;1;1;TPS_18656962603;T22.03.01;T22;3.0;RMG;2026-03-23 22:02:00;2026-03-23 22:11:00;2026-03-23 22:15:00;2026-03-23 22:42:00;511.0;235.0;;1643.0;2389.0;23.03.2026 23:35;T22;ac4974f8-26fb-11f1-97c3-f3dd2e374c25;1;;
TP_15297792603_TPS_18641972603;TP_15297792603;509171;9c50571d3a9fba70acd2a960a3bdf6539577426c8b8b5a9fc8dc74a52c0019be;2,03E+28;0;1;TPS_18641972603;T07.01.01;T07;1.0;RMG;2026-03-23 18:38:00;2026-03-23 19:55:00;2026-03-23 20:02:00;2026-03-23 20:11:00;;456.0;;541.0;5578.0;23.03.2026 21:09;T07;3843c64e-26e2-11f1-908f-876c12ca4c00;1;;
TP_15297792603_TPS_18661952603;TP_15297792603;509171;9c50571d3a9fba70acd2a960a3bdf6539577426c8b8b5a9fc8dc74a52c0019be;2,03E+28;1;0;TPS_18661952603;T07.01.01;T07;1.0;RMG;2026-03-23 18:38:00;2026-03-23 18:49:00;2026-03-23 19:00:00;2026-03-23 20:11:00;651.0;618.0;3312.0;;;23.03.2026 21:09;T07;2cf7ab78-26df-11f1-a998-134f9a32480c;1;;
TP_15297872603_TPS_18662042603;TP_15297872603;313102;b282714b06df7f90ed9d3bf6b3b54975595addb81468ecf1ca90b25412cbbb69;2,03E+28;1;1;TPS_18662042603;T18.04.01;T18;4.0;RMG;2026-03-23 18:40:00;2026-03-23 19:10:00;2026-03-23 19:53:00;2026-03-23 20:19:00;1785.0;2541.0;;1589.0;5915.0;23.03.2026 21:09;T18;744b8594-26df-11f1-a9cd-0ba0673682e3;1;;
TP_15297982603_TPS_18662182603;TP_15297982603;527035;2056fbd94948c0f18518f00426b80dd4aa19c692f9e0b881574ab795d0b69711;2,03E+28;0;1;TPS_18662182603;HO2.28;HO2;28.0;VC;2026-03-23 18:45:00;2026-03-23 19:09:00;2026-03-23 19:45:00;2026-03-23 20:03:00;;2176.0;;1111.0;4712.0;23.03.2026 21:09;HO2, T09;0e3b977a-26e0-11f1-aa1a-0f3aeb737b7f;1;1990633794;
TP_15298112603_TPS_18662342603;TP_15298112603;415163;5af488ee3cf69c25c558d1b053f9d2a74887168b1b3015d1306dd720f4c5dc05;2,03E+28;0;1;TPS_18662342603;HO2.26;HO2;26.0;VC;2026-03-23 18:51:00;2026-03-23 19:33:00;2026-03-23 19:45:00;2026-03-23 20:13:00;;714.0;;1656.0;4864.0;23.03.2026 21:09;HO2, T14, T17;fb9a7d7e-26e0-11f1-aa7c-176ec665c10d;1;1990606746;
TP_15298142603_TPS_18662372603;TP_15298142603;724292;bfd9d4482e1081ae75d97096bcada6d66225e8e2cf17eee361a6e95485b60696;2,03E+28;1;1;TPS_18662372603;T27.02.01;T27;2.0;RMG;2026-03-23 18:52:00;2026-03-23 19:01:00;2026-03-23 19:11:00;2026-03-23 19:41:00;511.0;618.0;;1796.0;2925.0;23.03.2026 20:35;T27;215d0158-26e1-11f1-aa8f-1be6d644c29e;1;;
TP_15299962603_TPS_18660312603;TP_15299962603;421457;a137953ca23576fb22d037fb50d74edf7f408ff53ce8a0678a5c068e9635908f;2,03E+28;0;1;TPS_18660312603;HO2.32;HO2;32.0;VC;2026-03-23 18:59:00;2026-03-23 19:34:00;2026-03-23 19:48:00;2026-03-23 20:08:00;;842.0;;1183.0;4132.0;23.03.2026 21:09;HO2, T19;fd71f43c-26e1-11f1-a1d3-9f58cd12a046;1;1990648746;
TP_15300132603_TPS_18662472603;TP_15300132603;597845;569a6b3d5f2d842942ee3666f2ea16c59dc7fdd371f7deaade79223f6e55e6cb;2,03E+28;1;1;TPS_18662472603;T20.01.01;T20;1.0;RMG;2026-03-23 19:34:00;2026-03-23 20:02:00;2026-03-23 20:41:00;2026-03-23 20:53:00;1679.0;2336.0;;688.0;4703.0;23.03.2026 21:09;T20;ffa63e0c-26e6-11f1-8b0c-377c92b6ae32;1;;
TP_15300152603_TPS_18641992603;TP_15300152603;706477;58b821b7734d4fd0d7cbe047b29b0e7081998139a25ad15e358f2d791bec982a;2,03E+28;0;1;TPS_18641992603;HO2.32;HO2;32.0;VC;2026-03-23 19:35:00;2026-03-23 21:07:00;2026-03-23 21:10:00;2026-03-23 21:35:00;;147.0;;1532.0;7226.0;23.03.2026 22:35;HO2, T18;f1238fe4-26f3-11f1-9126-532dc1c53cfc;1;1990690878;
TP_15300372603_TPS_18663952603;TP_15300372603;355948;e26f4cb388eeaf2a544f5dbd884a836444d8951f8bd87cd536e0f7c71ec42002;2,03E+28;0;1;TPS_18663952603;HO2.28;HO2;28.0;VC;2026-03-23 20:43:00;2026-03-23 20:58:00;2026-03-23 21:04:00;2026-03-23 21:11:00;;385.0;;413.0;1720.0;23.03.2026 22:05;HO2, T14;873d81be-26f0-11f1-af45-a3141391bfb3;1;1990765511;
TP_15300602603_TPS_18660972603;TP_15300602603;838137;744fe2b468bf5d428dff4b7c4ed53202ec49448929b8cb7f58955c8af1d0ec85;2,03E+28;0;1;TPS_18660972603;HO2.28;HO2;28.0;VC;2026-03-24 00:45:00;2026-03-24 01:04:00;2026-03-24 01:13:00;2026-03-24 01:23:00;;494.0;;612.0;2270.0;24.03.2026 02:05;HO2, T13;60a844ae-2712-11f1-bda5-1b3241877f8f;1;1991093782;
TP_15301742603_TPS_18666702603;TP_15301742603;737410;d22d57d79d2d5814e37f5ed4e0776b9b928bf7eda90825cd09e9d8a4e42db0f3;2,03E+28;0;1;TPS_18666702603;HO2.27;HO2;27.0;VC;2026-03-24 03:22:00;2026-03-24 03:49:00;2026-03-24 03:53:00;2026-03-24 04:02:00;;276.0;;526.0;2385.0;24.03.2026 05:06;HO2, T20;5eef642e-2728-11f1-85c0-53713a2d9f5a;1;1991331137;
TP_15302892603_TPS_18684192603;TP_15302892603;956749;feda5eab1916b2f8ee9b5c36cc4acb27660694d1fbc87d6c68275bfc12a4f989;2,03E+28;0;1;TPS_18684192603;HO2.28;HO2;28.0;VC;2026-03-24 03:03:00;2026-03-24 11:18:00;2026-03-24 11:20:00;2026-03-24 14:24:00;;69.0;;11091.0;40883.0;24.03.2026 15:35;HO2, T17;da18c5c2-276a-11f1-b64b-fb788e7e4b11;1;1991294622;
TP_15302932603_TPS_18665642603;TP_15302932603;699068;1d9aa310ef6a01024e5ad96aaf51941248e2d67a031f44e913c27156fcf49259;2,03E+28;1;1;TPS_18665642603;T20.03.01;T20;3.0;RMG;2026-03-24 03:05:00;2026-03-24 03:12:00;2026-03-24 03:30:00;2026-03-24 03:35:00;401.0;1052.0;;322.0;1775.0;24.03.2026 04:35;T20;01416694-2726-11f1-a6ee-bf7c31a732a7,014fc932-2726-11f1-a6ef-dfdbe5473f3f;2;;
TP_15309092603_TPS_18684172603;TP_15309092603;735019;5e2dc8f2ba60e3238c59deaf7de62e107d4a1f22229db938f61fd0fcfb5ed9b4;2,03E+28;0;1;TPS_18684172603;HO2.27;HO2;27.0;VC;2026-03-24 06:42:00;2026-03-24 11:03:00;2026-03-24 11:05:00;2026-03-24 11:18:00;;137.0;;744.0;16532.0;24.03.2026 12:05;HO2, T19;;0;1991536833;
TP_15309342603_TPS_18684182603;TP_15309342603;453301;d6580bfa1c98a0bbaa11b397756964d84fcc454e2c71df7e144d6fdfbe7b4101;2,03E+28;0;1;TPS_18684182603;HO2.26;HO2;26.0;VC;2026-03-24 06:46:00;2026-03-24 11:15:00;2026-03-24 11:16:00;2026-03-24 14:25:00;;70.0;;11363.0;27537.0;24.03.2026 15:35;HO2, T12;57805404-276a-11f1-b643-8f5a3f8e5e1d;1;1991542597;
TP_15309732603_TPS_18674792603;TP_15309732603;636401;f9fed3ab3880539d9f34c706d5717fed734a9eb24fb71d84ec3f88d81b7fc44b;2,03E+28;0;1;TPS_18674792603;T21.03.01;T21;3.0;RMG;2026-03-24 07:45:00;2026-03-24 08:14:00;2026-03-24 08:17:00;2026-03-24 08:24:00;;203.0;;400.0;2295.0;24.03.2026 09:35;T19, T21;1ea403fa-274d-11f1-b3a0-3f4b606e1c73;1;;
TP_15309732603_TPS_18674782603;TP_15309732603;636401;f9fed3ab3880539d9f34c706d5717fed734a9eb24fb71d84ec3f88d81b7fc44b;2,03E+28;1;0;TPS_18674782603;T19.02.01;T19;2.0;RMG;2026-03-24 07:45:00;2026-03-24 08:03:00;2026-03-24 08:11:00;2026-03-24 08:24:00;1045.0;471.0;176.0;;;24.03.2026 09:35;T19, T21;1e9e343e-274d-11f1-b39f-2f3e45d1bc38;1;;
TP_15309952603_TPS_18675622603;TP_15309952603;652985;bb1833132660dff96f6c1595f2166fc01cde0b0dc029e8bb427072017f0b8031;2,03E+28;0;1;TPS_18675622603;HO2.31;HO2;31.0;VC;2026-03-24 08:22:00;2026-03-24 09:46:00;2026-03-24 10:06:00;2026-03-24 13:18:00;;1190.0;;11527.0;17758.0;24.03.2026 14:05;HO2, T13;3d50f65a-2752-11f1-bdf4-33544eed7c6f;1;1991893523;
TP_15310112603_TPS_18670862603;TP_15310112603;762707;2b56cb93b399bf1ef363366c8d0ce07362c9a797f0fb7706694733968e67c3f2;2,03E+28;1;1;TPS_18670862603;HO2.35;HO2;35.0;VC;2026-03-24 06:51:00;2026-03-24 07:00:00;2026-03-24 07:32:00;2026-03-24 07:38:00;539.0;1881.0;;370.0;2790.0;24.03.2026 08:35;HO2;9358cc38-2745-11f1-981b-f3ae0a7ffa49;1;;
TP_15310232603_TPS_18674142603;TP_15310232603;370661;29c212e386467b54d59a32aea1a2d136d7f30d939bbaf9ba98784f3647e9d8a6;2,03E+28;0;1;TPS_18674142603;T06.03.01;T06;3.0;RMG;2026-03-24 07:31:00;2026-03-24 08:07:00;2026-03-24 08:10:00;2026-03-24 08:15:00;;208.0;;297.0;2611.0;24.03.2026 09:06;HO2, T06;2a2011c6-274b-11f1-b0c2-77b558d0b2f1;1;;
TP_15310232603_TPS_18674132603;TP_15310232603;370661;29c212e386467b54d59a32aea1a2d136d7f30d939bbaf9ba98784f3647e9d8a6;2,03E+28;1;0;TPS_18674132603;HO2.35;HO2;35.0;VC;2026-03-24 07:31:00;2026-03-24 07:48:00;2026-03-24 08:02:00;2026-03-24 08:15:00;1010.0;827.0;269.0;;;24.03.2026 09:06;HO2, T06;2a1afd4e-274b-11f1-b0c1-3f636cb05139;1;;
TP_15310292603_TPS_18674872603;TP_15310292603;219883;733e9b334200ff7275f542d863f51a17402f4ff7dca987a2407c1576afef12b5;2,03E+28;1;1;TPS_18674872603;T27.01.01;T27;1.0;RMG;2026-03-24 07:46:00;2026-03-24 07:53:00;2026-03-24 08:14:00;2026-03-24 08:21:00;370.0;1299.0;;403.0;2072.0;24.03.2026 09:35;T27;421548d0-274d-11f1-b3e0-97db93fc0115;1;;
TP_15310382603_TPS_18678202603;TP_15310382603;692717;dbb7c6d23794b2d632eafd1237c9aad3dd93ce98ecbaa86a6a90e22814039cbc;2,03E+28;1;1;TPS_18678202603;HO2.23;HO2;23.0;VC;2026-03-24 08:01:00;2026-03-24 08:31:00;2026-03-24 08:41:00;2026-03-24 08:53:00;1761.0;592.0;;732.0;3085.0;24.03.2026 10:05;HO2;5a997172-274f-11f1-a3d8-a34821f27c01;1;;
TP_15310722603_TPS_18680802603;TP_15310722603;309619;50144739200a5e6ca8bf34ea60ebbbf36f07a13dc65a309d806c989df2277040;2,03E+28;1;1;TPS_18680802603;T17.03.01;T17;3.0;RMG;2026-03-24 09:40:00;2026-03-24 09:47:00;2026-03-24 09:51:00;2026-03-24 09:57:00;419.0;243.0;;385.0;1047.0;24.03.2026 11:06;T17;1cb682ba-275d-11f1-b519-7f81fab00fb5;1;;
TP_15310802603_TPS_18680912603;TP_15310802603;486512;b8f058399a28d3e0ef9dd3b1f2ee4a681084ee2c2507008bde059a7dbeff97b1;2,03E+28;0;0;TPS_18680912603;HO2.32;HO2;32.0;VC;2026-03-24 09:42:00;2026-03-24 10:18:00;2026-03-24 10:28:00;2026-03-24 10:44:00;;542.0;208.0;;;24.03.2026 11:35;HO2, T22, T26;624e1e3c-275d-11f1-b55c-3bae5e46ed3c;1;1992391805;
TP_15310912603_TPS_18684202603;TP_15310912603;879069;b150c4881889e83e3c45402b6eed7d78c03d4a602b68f03566fe47c4916f5d8b;2,03E+28;0;1;TPS_18684202603;HO2.22;HO2;22.0;VC;2026-03-24 09:54:00;2026-03-24 12:22:00;2026-03-24 12:40:00;2026-03-24 14:26:00;;1035.0;;6389.0;16351.0;24.03.2026 15:35;HO2, T18;c31d28e6-2773-11f1-ba95-139f8e7ac8e6;1;1992417252;
TP_15310942603_TPS_18681472603;TP_15310942603;878112;665295b88d734ecd942a8c2f168311d44919e00e8a512d5db90ed0fff9ae8c80;2,03E+28;1;1;TPS_18681472603;HO2.23;HO2;23.0;VC;2026-03-24 10:00:00;2026-03-24 10:09:00;2026-03-24 10:14:00;2026-03-24 10:27:00;538.0;325.0;;761.0;1624.0;24.03.2026 11:35;HO2;ebec8b18-275f-11f1-ba49-6fb0ccd188bd;1;;
TP_15311062603_TPS_18676162603;TP_15311062603;920032;1a63d53fd20e479180c8d9d6dcd9ae6e7c8fc91a62760e81e5d79642ef877c4d;2,03E+28;1;1;TPS_18676162603;T21.01.01;T21;1.0;RMG;2026-03-24 10:11:00;2026-03-24 10:45:00;2026-03-24 10:49:00;2026-03-24 10:55:00;2047.0;241.0;;327.0;2615.0;24.03.2026 12:05;T21;7ca77d2e-2761-11f1-9672-7b3dbca0c7e4;1;;
TP_15311332603_TPS_18685482603;TP_15311332603;951915;2e5362062bd61596fba118b172e963037227a57ddd02edad90d3fa69224e1df5;2,03E+28;0;1;TPS_18685482603;HO2.25;HO2;25.0;VC;2026-03-24 10:59:00;2026-03-24 12:23:00;2026-03-24 12:33:00;2026-03-24 12:55:00;;578.0;;1323.0;6946.0;24.03.2026 14:05;HO2, T18;e4b76bc4-2773-11f1-91b9-3be08f5196b3;1;1992671379;
TP_15311342603_TPS_18683042603;TP_15311342603;256575;08ba5567c85a05c865ad6f01e12c6964deef71fb71ed532d8911e6c2678af82e;2,03E+28;0;0;TPS_18683042603;HO2.31;HO2;31.0;VC;2026-03-24 10:59:00;2026-03-24 12:26:00;2026-03-24 12:32:00;2026-03-24 13:52:00;;350.0;586.0;;;24.03.2026 15:06;HO2, T13, T19;35cd72c6-2768-11f1-a9c4-c3eb9992b76c;1;1992689038;
TP_15311452603_TPS_18672652603;TP_15311452603;877798;dbb5797e61cdcf7dde8a20d2fd6555b45962c145fc4f67950f483e74441099e2;2,03E+28;0;1;TPS_18672652603;HO2.24;HO2;24.0;VC;2026-03-24 06:37:00;2026-03-24 07:05:00;2026-03-24 07:12:00;2026-03-24 07:18:00;;419.0;;361.0;2488.0;24.03.2026 08:05;HO2, T26;7a990756-2747-11f1-902a-6f7db07f0039;1;1991533774;
TP_15311762603_TPS_18675302603;TP_15311762603;332724;a4f38c332201ae7923e459a3152f94addab123ae3ae24dc3f2e8b2efd46a5f5a;2,03E+28;1;1;TPS_18675302603;HO2.33;HO2;33.0;VC;2026-03-24 07:28:00;2026-03-24 07:47:00;2026-03-24 08:17:00;2026-03-24 08:37:00;1109.0;1788.0;;1234.0;4131.0;24.03.2026 09:35;HO2;be34f3d2-274a-11f1-b5a1-13838995ef25,be3a811c-274a-11f1-b5a2-ef1e8b968af7;2;;
TP_15311782603_TPS_18674082603;TP_15311782603;341813;ea9850d22b8d17e0d43d20f92e0565e8aa7e71a123d7f2d01fb03a882432dc8e;2,03E+28;1;1;TPS_18674082603;T23.03.01;T23;3.0;RMG;2026-03-24 07:29:00;2026-03-24 07:35:00;2026-03-24 07:42:00;2026-03-24 07:49:00;325.0;408.0;;457.0;1190.0;24.03.2026 08:35;T23;e241ca16-274a-11f1-b04c-1b7b21c623a6,e2478000-274a-11f1-b04d-ab805a15df93;2;;
TP_15312462603_TPS_18675052603;TP_15312462603;205769;4fa078bfa0661d1069bdd3a3f5a038ff84366167ce4bd423aae18d5a43f78149;2,03E+28;0;1;TPS_18675052603;T26.02.01;T26;2.0;RMG;2026-03-24 08:58:00;2026-03-24 09:26:00;2026-03-24 09:50:00;2026-03-24 10:35:00;;1387.0;;2720.0;5788.0;24.03.2026 11:35;T19, T26;510a76d0-2757-11f1-bf36-db612dba2aec;1;;
TP_15312462603_TPS_18675042603;TP_15312462603;205769;4fa078bfa0661d1069bdd3a3f5a038ff84366167ce4bd423aae18d5a43f78149;2,03E+28;1;0;TPS_18675042603;T19.02.01;T19;2.0;RMG;2026-03-24 08:58:00;2026-03-24 09:05:00;2026-03-24 09:22:00;2026-03-24 10:35:00;388.0;1030.0;263.0;;;24.03.2026 11:35;T19, T26;510441b6-2757-11f1-bf35-4f3bde31d21f;1;;
TP_15313062603_TPS_18679102603;TP_15313062603;993207;746aea6f9774b2187aa0b53456c5b4de5a16a8c7c5deebfd08360eca6f0a6fa2;2,03E+28;1;1;TPS_18679102603;T21.03.01;T21;3.0;RMG;2026-03-24 09:06:00;2026-03-24 09:13:00;2026-03-24 09:29:00;2026-03-24 09:34:00;393.0;979.0;;304.0;1676.0;24.03.2026 10:35;T21;6f4b5528-2758-11f1-bfb8-1b64ff98e984,6f517bf6-2758-11f1-bfb9-3bd53a076c9a;2;;
